선수,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,생일,시즌
석수철96쌍3B,114,337,289,32,77,16,1,3,104,32,4,2,17,8,0,45,7,17,6,0.266,0.319,0.36,0.679,0.3,87.9,1.32,1973-04-25,1996
박석민21N3B,59,205,171,27,44,8,0,10,82,41,0,0,27,2,1,43,8,3,2,0.257,0.361,0.48,0.841,0.377,121.5,1.32,1985-06-22,2021
박철우93해2B,81,227,197,19,52,6,0,2,64,17,0,1,23,5,2,28,4,2,0,0.264,0.356,0.325,0.68,0.325,109.5,1.32,1964-04-12,1993
이우수95LSS,83,252,237,30,64,13,2,3,90,25,1,0,7,1,0,41,1,5,2,0.27,0.292,0.38,0.671,0.3,90.6,1.32,1972-04-20,1995
이종운95롯RF,62,198,178,22,56,4,3,0,66,19,15,1,12,1,2,17,3,1,6,0.315,0.35,0.371,0.721,0.326,108.9,1.32,1966-04-06,1995
강인권01한C,104,265,223,20,55,8,0,6,81,28,2,0,30,4,0,50,7,7,1,0.247,0.345,0.363,0.708,0.325,84,1.32,1972-06-26,2001
유두열84롯RF,89,337,292,42,67,8,3,11,114,32,9,5,26,8,0,38,2,7,4,0.229,0.306,0.39,0.697,0.318,98.6,1.32,1956-10-29,1984
김인식83M3B,100,416,380,48,100,16,2,1,123,30,14,10,11,13,0,18,0,11,0,0.263,0.307,0.324,0.631,0.291,80.1,1.32,1953-11-09,1983
한문연91롯C,89,172,146,6,42,8,2,2,60,24,0,0,14,2,0,10,7,8,2,0.288,0.354,0.411,0.765,0.339,106.7,1.32,1961-04-10,1991
조동찬09삼3B,75,252,215,34,55,8,0,8,87,29,21,1,26,3,1,46,4,6,2,0.256,0.342,0.405,0.746,0.33,86.4,1.32,1983-07-27,2009
나웅90L3B,110,269,235,38,63,7,4,3,87,26,18,13,20,5,1,30,6,8,1,0.268,0.337,0.37,0.707,0.327,96.7,1.31,1967-01-11,1990
김창희01해CF,88,271,232,28,65,10,0,5,90,25,3,5,32,3,0,64,7,3,1,0.28,0.373,0.388,0.761,0.354,102.7,1.31,1973-07-03,2001
강석천89빙3B,70,148,135,23,39,11,0,5,65,24,1,3,11,1,1,24,3,1,0,0.289,0.347,0.481,0.828,0.383,136.3,1.31,1967-12-07,1989
유두열87롯DH,67,263,234,24,70,15,2,4,101,22,6,6,22,2,1,17,7,3,2,0.299,0.362,0.432,0.793,0.368,128.5,1.31,1956-10-29,1987
박정환82삼2B,51,136,120,17,36,6,1,5,59,24,2,1,9,5,0,24,4,0,2,0.3,0.368,0.492,0.859,0.386,135.4,1.31,1957-05-25,1982
오윤석20롯2B,63,197,168,31,50,7,1,4,71,32,2,1,24,2,0,47,2,1,2,0.298,0.388,0.423,0.81,0.373,116.9,1.31,1992-02-24,2020
정회열91해C,89,223,193,24,46,6,1,6,72,26,2,3,24,1,1,27,7,4,1,0.238,0.324,0.373,0.697,0.32,93.8,1.31,1968-10-09,1991
박종훈89OCF,107,334,295,31,75,13,1,1,93,21,10,5,30,3,1,28,6,5,1,0.254,0.328,0.315,0.644,0.309,87,1.31,1959-06-12,1989
채종국04현2B,128,385,327,40,90,19,0,4,121,34,4,4,22,14,0,55,6,21,1,0.275,0.346,0.37,0.716,0.319,86.3,1.31,1975-10-24,2004
한유섬20SRF,62,231,193,35,48,5,0,15,98,31,2,0,30,6,1,49,8,0,2,0.249,0.364,0.508,0.871,0.383,121.2,1.31,1989-08-09,2020
추성건94O3B,71,161,140,28,33,7,2,5,59,16,9,1,16,1,0,41,0,4,0,0.236,0.319,0.421,0.74,0.332,109.5,1.3,1970-08-05,1994
박종훈86ODH,92,372,320,47,83,11,2,6,116,28,12,8,35,5,0,20,2,11,1,0.259,0.341,0.363,0.703,0.328,110.5,1.3,1959-06-12,1986
공필성98롯3B,120,428,364,42,89,12,2,6,123,42,12,9,38,9,2,75,9,12,5,0.245,0.327,0.338,0.665,0.297,82.8,1.3,1967-11-11,1998
조원우99쌍LF,47,202,188,25,59,9,2,6,90,22,11,2,12,1,0,32,1,1,0,0.314,0.358,0.479,0.837,0.366,114.4,1.3,1971-04-08,1999
이재원08SDH,82,171,146,14,46,13,1,3,70,25,2,0,20,2,0,24,8,0,3,0.315,0.398,0.479,0.877,0.404,147.9,1.3,1988-02-24,2008
윤석민15넥3B,108,418,361,54,106,24,1,14,174,71,3,2,37,8,1,62,16,5,7,0.294,0.366,0.482,0.848,0.37,111.1,1.3,1985-09-04,2015
권희동19NRF,116,413,348,37,89,17,0,6,124,41,3,0,50,7,1,60,10,5,3,0.256,0.358,0.356,0.714,0.334,99.2,1.3,1990-12-30,2019
이택근18넥DH,104,356,308,40,95,25,1,4,134,52,1,0,32,9,0,44,14,3,4,0.308,0.385,0.435,0.82,0.365,109.9,1.3,1980-07-10,2018
허규옥91삼CF,102,354,304,46,71,5,7,2,96,25,19,7,36,3,0,39,5,10,1,0.234,0.32,0.316,0.636,0.297,78.4,1.3,1956-08-08,1991
김주찬10롯1B,118,535,485,89,134,18,4,9,187,40,65,19,31,5,1,65,5,11,3,0.276,0.324,0.386,0.71,0.32,85.4,1.3,1981-03-25,2010
정영기87롯2B,97,312,286,25,80,7,1,0,89,22,4,2,23,1,0,21,6,2,0,0.28,0.336,0.311,0.647,0.313,89.7,1.3,1956-02-29,1987
이대수07S두SS,109,366,310,33,78,14,1,3,103,36,5,3,29,7,0,47,7,14,6,0.252,0.324,0.332,0.656,0.3,78.7,1.3,1981-08-21,2007
정학수86롯1B,99,352,299,33,81,11,2,1,99,26,5,2,39,1,2,33,4,11,2,0.271,0.355,0.331,0.686,0.32,104.4,1.29,1956-12-04,1986
이원석20삼3B,121,467,403,46,108,17,0,13,164,74,0,1,49,2,1,82,7,1,12,0.268,0.341,0.407,0.748,0.338,94.3,1.29,1986-10-21,2020
김인호95태CF,88,305,273,35,64,6,2,7,95,25,9,5,25,2,0,44,3,3,2,0.234,0.301,0.348,0.649,0.298,89.9,1.29,1967-01-26,1995
박승호87삼1B,82,222,189,26,54,10,0,4,76,35,1,2,24,7,4,15,3,0,2,0.286,0.383,0.402,0.785,0.37,129.3,1.29,1958-02-09,1987
윌리엄스00현1B,37,164,133,22,33,7,0,12,76,26,0,0,25,4,0,36,4,0,2,0.248,0.378,0.571,0.95,0.405,144.3,1.29,1964-11-01,2000
프랭클린03현3B,38,167,136,24,30,4,0,10,64,28,6,2,25,3,0,57,0,0,3,0.221,0.347,0.471,0.818,0.362,116.5,1.29,1972-04-25,2003
하득인97현,91,171,131,12,32,9,1,5,58,29,1,1,20,12,4,17,4,6,2,0.244,0.388,0.443,0.831,0.358,124.2,1.29,1966-10-09,1997
유한준13넥RF,97,344,298,37,81,13,0,7,115,40,4,3,37,4,2,48,7,3,2,0.272,0.358,0.386,0.744,0.348,103.8,1.29,1981-07-01,2013
임수민03한2B,106,301,265,28,73,17,0,6,108,41,2,3,25,1,0,47,4,8,2,0.275,0.338,0.408,0.745,0.33,94.6,1.29,1973-05-31,2003
이광은88MLF,67,276,247,35,69,9,1,7,101,28,1,5,23,3,2,13,4,3,0,0.279,0.348,0.409,0.757,0.347,114.2,1.29,1955-06-28,1988
허정협20키LF,111,360,314,45,84,12,0,10,126,43,0,0,40,2,0,73,7,3,1,0.268,0.353,0.401,0.754,0.346,104.5,1.29,1990-02-17,2020
김대익01롯CF,130,458,404,55,115,24,2,5,158,33,9,10,33,1,0,75,8,16,4,0.285,0.337,0.391,0.728,0.324,83,1.29,1973-06-03,2001
이만수96삼DH,97,222,193,14,55,12,1,6,87,38,2,2,14,10,0,25,5,0,3,0.285,0.359,0.451,0.81,0.368,135,1.29,1958-09-19,1996
전대영93빙2B,38,90,72,5,24,6,0,2,36,15,0,1,14,2,1,13,2,1,1,0.333,0.449,0.5,0.949,0.434,187.6,1.29,1962-02-10,1993
양세종82O3B,76,336,301,38,81,13,1,7,117,37,12,13,27,2,4,17,5,2,4,0.269,0.329,0.389,0.718,0.324,95.1,1.28,1958-01-17,1982
장성우19KC,127,413,366,25,96,7,0,7,124,41,0,1,35,2,2,86,11,4,6,0.262,0.325,0.339,0.664,0.308,82.7,1.28,1990-01-17,2019
강영수90삼CF,71,223,198,29,47,4,0,10,81,33,2,2,20,3,0,49,2,1,1,0.237,0.315,0.409,0.724,0.339,104.8,1.28,1965-02-10,1990
박승호86삼DH,93,204,182,15,50,12,1,4,76,33,4,1,18,3,0,24,6,1,0,0.275,0.35,0.418,0.767,0.362,135.1,1.28,1958-02-09,1986
박해민19삼CF,144,581,506,64,121,16,7,5,166,44,24,7,58,2,0,82,4,12,3,0.239,0.318,0.328,0.646,0.3,77,1.28,1990-02-24,2019
페르난데스22두DH,122,515,475,50,141,23,0,6,182,66,0,0,34,2,0,45,30,0,4,0.297,0.344,0.383,0.727,0.339,112,1.28,1988-04-27,2022
김경기97현1B,91,366,311,36,79,21,0,6,118,51,6,4,42,7,1,55,15,2,4,0.254,0.352,0.379,0.731,0.336,108.6,1.28,1968-04-05,1997
김상현04L3B,100,316,277,37,67,10,2,9,108,35,7,5,28,7,2,77,11,3,1,0.242,0.326,0.39,0.716,0.326,90.7,1.28,1980-11-12,2004
임형석95O3B,82,287,250,25,60,9,0,3,78,35,7,0,30,2,0,48,7,1,4,0.24,0.322,0.312,0.634,0.299,89.6,1.28,1968-01-29,1995
강민호22삼C,113,383,340,30,82,14,1,10,128,53,0,0,36,3,4,49,16,1,3,0.241,0.317,0.376,0.693,0.316,91.4,1.28,1985-08-18,2022
황성빈22롯CF,89,308,275,56,81,11,3,1,101,12,10,10,22,2,0,48,2,7,2,0.295,0.349,0.367,0.716,0.328,98.8,1.28,1997-12-19,2022
박경수07L2B,115,295,248,32,59,8,3,3,82,19,10,3,33,5,1,42,9,8,1,0.238,0.338,0.331,0.669,0.312,87,1.28,1984-03-31,2007
최동창90ORF,62,196,149,23,28,5,1,7,56,19,2,1,42,4,0,26,5,0,1,0.188,0.378,0.376,0.753,0.365,123.6,1.28,1965-06-07,1990
류지혁21K3B,92,327,273,37,76,8,0,2,90,34,0,0,42,7,1,46,7,2,3,0.278,0.385,0.33,0.714,0.348,104.4,1.27,1994-01-13,2021
김일권84해CF,62,274,245,29,59,9,0,2,74,17,41,12,22,2,0,20,7,5,0,0.241,0.309,0.302,0.611,0.288,77.6,1.27,1956-09-20,1984
장태수91삼LF,89,219,178,33,52,3,2,4,71,32,2,3,23,7,1,14,4,8,3,0.292,0.389,0.399,0.788,0.357,118.5,1.27,1957-10-15,1991
이병규03LCF,44,178,154,20,43,9,2,5,71,30,1,3,21,1,4,23,0,0,2,0.279,0.365,0.461,0.826,0.362,117.6,1.27,1974-10-25,2003
김용철90삼1B,84,294,268,40,69,13,0,12,118,58,1,0,24,0,0,25,12,0,2,0.257,0.316,0.44,0.757,0.351,113,1.27,1957-09-21,1990
박정환02삼2B,119,372,316,49,74,12,2,9,117,36,3,0,35,6,0,79,9,13,2,0.234,0.32,0.37,0.691,0.302,81.9,1.27,1977-10-23,2002
신경식86O1B,106,427,380,37,103,15,5,1,131,34,6,8,34,3,2,27,9,6,4,0.271,0.333,0.345,0.677,0.318,102.8,1.27,1961-01-19,1986
최경환04두LF,126,480,436,49,121,16,4,5,160,58,14,8,34,4,0,67,7,0,6,0.278,0.331,0.367,0.698,0.325,90.1,1.27,1972-05-12,2004
박승호91삼DH,106,370,302,37,74,21,0,10,125,65,0,3,56,3,4,29,10,2,7,0.245,0.361,0.414,0.775,0.354,116.9,1.27,1958-02-09,1991
김동수00삼C,90,238,200,23,41,9,1,11,85,30,0,2,31,4,2,43,7,0,3,0.205,0.319,0.425,0.744,0.327,90.8,1.27,1968-10-27,2000
김태균96삼SS,106,259,217,24,49,5,0,6,72,21,4,1,30,2,1,56,3,7,3,0.226,0.321,0.332,0.653,0.3,88.1,1.27,1971-08-19,1996
장영석17넥1B,60,212,186,30,50,14,0,12,100,38,0,0,17,9,0,50,4,0,0,0.269,0.359,0.538,0.896,0.386,128.2,1.27,1990-05-14,2017
채상병07두C,91,307,279,32,66,13,1,7,102,30,2,2,10,10,0,69,4,8,0,0.237,0.288,0.366,0.653,0.298,76.9,1.27,1979-12-18,2007
이숭용05현DH,105,390,330,45,83,13,0,14,138,55,1,1,46,9,2,50,10,3,2,0.252,0.357,0.418,0.775,0.353,113.7,1.26,1971-03-10,2005
고영민09두2B,85,331,281,59,66,11,3,6,101,29,12,4,33,13,0,76,3,1,3,0.235,0.339,0.359,0.699,0.325,82.6,1.26,1984-02-08,2009
박준태92태LCF,114,427,365,55,86,19,2,7,130,42,21,11,41,6,1,61,8,13,2,0.236,0.321,0.356,0.677,0.307,79.2,1.26,1967-02-22,1992
하주석22한SS,109,418,384,43,99,15,2,5,133,53,16,6,27,3,1,108,3,1,3,0.258,0.309,0.346,0.656,0.305,86.5,1.26,1994-02-25,2022
박세혁18두C,89,194,170,37,48,12,0,3,69,22,5,0,16,4,0,55,0,3,1,0.282,0.356,0.406,0.762,0.337,95,1.26,1990-01-09,2018
김원섭15KCF,110,341,277,45,74,13,3,5,108,33,8,5,53,3,0,46,5,6,2,0.267,0.388,0.39,0.778,0.357,103.2,1.26,1978-12-18,2015
신경현06한C,100,307,272,26,66,11,0,2,83,15,4,1,25,1,1,40,10,8,1,0.243,0.308,0.305,0.613,0.285,76.1,1.26,1975-11-28,2006
장원진05두1B,123,478,423,58,121,16,0,3,146,42,4,4,42,9,1,53,5,2,2,0.286,0.361,0.345,0.707,0.335,101.1,1.26,1969-06-15,2005
김경갑86청SS,67,152,134,10,35,4,0,4,51,49,1,0,16,0,0,24,3,0,2,0.261,0.336,0.381,0.716,0.341,118.9,1.26,1960-02-01,1986
임재철03삼한CF,119,314,270,38,65,14,2,7,104,26,6,6,29,9,1,64,3,6,0,0.241,0.334,0.385,0.72,0.324,90.4,1.26,1976-04-08,2003
김정민08LC,71,178,155,11,47,6,0,1,56,17,1,1,14,3,0,21,2,5,1,0.303,0.37,0.361,0.731,0.341,104.4,1.25,1970-03-15,2008
전준호06현LF,109,346,303,37,87,10,1,1,102,26,20,7,25,2,0,28,3,16,0,0.287,0.346,0.337,0.682,0.311,94,1.25,1969-02-15,2006
김실97쌍CF,118,418,359,52,96,17,5,0,123,38,4,5,33,1,0,29,7,20,5,0.267,0.327,0.343,0.669,0.296,80.8,1.25,1967-06-03,1997
박경수08L2B,116,444,367,46,95,11,1,8,132,43,6,5,37,7,0,65,13,23,10,0.259,0.33,0.36,0.69,0.309,82,1.25,1984-03-31,2008
최주환15두3B,100,270,238,34,67,16,2,5,102,32,0,3,25,3,2,34,6,3,1,0.282,0.356,0.429,0.784,0.349,104.7,1.25,1988-02-28,2015
박재용97해,94,331,294,40,72,15,0,7,108,33,1,1,25,7,1,55,6,4,1,0.245,0.318,0.367,0.685,0.312,92.1,1.25,1969-06-16,1997
최기문99롯C,95,212,190,32,54,13,1,5,84,19,3,4,13,3,0,25,3,5,1,0.284,0.338,0.442,0.78,0.337,94.5,1.25,1973-06-10,1999
이승희87O3B,80,224,192,24,52,6,6,1,73,15,3,3,22,0,0,25,5,9,1,0.271,0.344,0.38,0.724,0.331,102,1.25,1959-04-03,1987
김실98쌍OLF,127,513,455,67,116,17,3,4,151,45,11,6,47,5,0,53,7,3,3,0.255,0.329,0.332,0.661,0.305,88,1.25,1967-06-03,1998
김동주12두3B,66,245,223,18,65,5,0,2,76,27,3,1,16,2,0,24,7,0,4,0.291,0.339,0.341,0.68,0.325,100.3,1.25,1976-02-03,2012
김창희00해CF,97,307,250,36,59,8,1,5,84,37,3,3,48,5,2,67,7,3,1,0.236,0.368,0.336,0.704,0.329,92.2,1.25,1973-07-03,2000
고영민12두2B,58,173,151,33,40,10,1,3,61,26,7,1,13,3,0,28,5,5,0,0.265,0.335,0.404,0.739,0.336,108.5,1.25,1984-02-08,2012
노수광17KSCF,131,425,382,72,109,18,3,6,151,39,16,9,25,9,2,84,3,4,5,0.285,0.34,0.395,0.735,0.327,87,1.25,1990-08-06,2017
최재훈22한C,102,398,336,34,73,13,0,4,98,29,1,1,38,16,0,55,16,5,2,0.217,0.324,0.292,0.616,0.295,79.6,1.25,1989-08-27,2022
박현승02롯3B,94,379,346,37,90,15,0,9,132,35,6,5,25,2,0,62,8,1,5,0.26,0.31,0.382,0.691,0.308,85.7,1.24,1972-09-12,2002
필립스01현1B,66,260,230,37,60,10,0,15,115,46,1,0,25,5,0,62,10,0,0,0.261,0.346,0.5,0.846,0.376,117.3,1.24,1970-04-29,2001
김상훈09KC,124,441,379,35,87,14,0,12,137,65,2,1,46,4,2,72,10,8,4,0.23,0.316,0.361,0.678,0.304,68.2,1.24,1977-10-27,2009
페게로19L1B,52,214,199,24,57,10,0,9,94,44,2,1,12,2,0,63,2,0,1,0.286,0.332,0.472,0.804,0.364,127.6,1.24,1987-02-22,2019
박연수01LRF,70,114,94,14,31,6,1,3,48,29,1,1,19,1,0,23,2,0,0,0.33,0.447,0.511,0.958,0.437,159.7,1.24,1974-01-14,2001
강정길92빙DH,119,428,357,39,94,15,1,14,153,63,0,5,58,5,8,47,13,4,4,0.263,0.37,0.429,0.799,0.357,113.7,1.23,1962-07-25,1992
강귀태06현C,73,159,144,18,43,5,0,4,60,18,0,2,9,0,0,20,7,5,1,0.299,0.338,0.417,0.754,0.34,114.7,1.23,1979-08-12,2006
강성우94롯C,76,204,189,14,54,10,2,0,68,23,2,0,7,1,0,24,7,4,3,0.286,0.31,0.36,0.67,0.304,90.1,1.23,1970-01-05,1994
반즈20한1B,74,319,283,38,75,17,1,9,121,42,2,1,27,7,1,81,4,0,2,0.265,0.342,0.428,0.769,0.349,104.5,1.23,1986-05-15,2020
이현택90삼1B,100,318,273,39,68,12,0,8,104,36,10,5,38,2,0,46,3,4,1,0.249,0.344,0.381,0.725,0.342,107.2,1.23,1964-09-28,1990
김무종87해C,89,280,243,25,55,8,1,7,86,31,1,1,22,3,0,42,7,7,5,0.226,0.293,0.354,0.647,0.299,79.1,1.23,1954-04-07,1987
진갑용97OC,95,309,281,21,68,7,0,4,87,20,2,0,20,6,0,44,7,2,0,0.242,0.306,0.31,0.616,0.289,75.3,1.23,1974-05-08,1997
박기남12K3B,99,274,225,28,57,16,0,2,79,25,1,0,27,5,0,34,1,13,4,0.253,0.341,0.351,0.692,0.315,93.7,1.23,1981-08-14,2012
김성욱16NCF,130,348,306,60,81,15,1,15,143,51,5,2,30,3,0,64,15,7,2,0.265,0.334,0.467,0.802,0.348,94.9,1.23,1993-05-01,2016
피터스22롯CF,85,354,316,32,72,16,0,13,127,48,7,4,26,8,1,77,5,0,4,0.228,0.299,0.402,0.701,0.319,94.7,1.22,1995-12-12,2022
양세종89O2B,86,285,254,34,65,9,1,4,88,29,6,4,23,2,0,42,10,2,4,0.256,0.318,0.346,0.665,0.317,92.3,1.22,1958-01-17,1989
차일목13KC,98,259,215,23,55,9,1,0,66,25,0,2,33,3,0,37,5,4,4,0.256,0.357,0.307,0.664,0.321,85.8,1.22,1981-01-26,2013
김민호86롯SS,93,306,279,22,65,12,2,4,93,29,3,3,19,2,0,31,10,5,1,0.233,0.286,0.333,0.619,0.291,82.5,1.22,1961-04-28,1986
조동화07SLF,121,345,290,48,79,8,3,0,93,18,25,6,31,7,1,59,1,13,4,0.272,0.352,0.321,0.673,0.312,86.6,1.22,1981-03-22,2007
이원석21삼3B,131,480,399,40,92,19,0,9,138,59,1,0,60,11,2,80,11,2,8,0.231,0.341,0.346,0.687,0.327,89.8,1.22,1986-10-21,2021
진갑용98OC,88,271,253,12,68,14,1,2,90,22,1,1,14,0,0,44,10,3,1,0.269,0.306,0.356,0.662,0.298,82.4,1.22,1974-05-08,1998
서한규05현SS,93,303,254,33,63,8,2,2,81,17,9,2,29,5,0,47,2,14,1,0.248,0.336,0.319,0.655,0.299,77.1,1.21,1973-03-28,2005
지석훈14NSS,114,238,212,26,58,14,4,6,98,34,1,1,16,6,0,46,8,3,1,0.274,0.34,0.462,0.803,0.352,96.1,1.21,1984-03-17,2014
유민상19K1B,61,202,175,23,51,15,0,5,81,26,0,0,23,4,0,35,6,0,0,0.291,0.386,0.463,0.849,0.391,138.7,1.21,1989-04-13,2019
김경기92태1B,126,509,465,57,118,21,2,21,206,65,1,3,39,2,6,62,12,0,3,0.254,0.312,0.443,0.755,0.335,98.8,1.21,1968-04-05,1992
정현발82삼DH,54,179,146,31,42,9,1,5,68,26,4,2,28,1,0,17,5,3,1,0.288,0.403,0.466,0.869,0.391,138.4,1.21,1953-02-20,1982
김민재08한SS,114,397,357,26,86,13,0,5,114,35,13,3,30,2,1,37,6,7,1,0.241,0.303,0.319,0.622,0.291,71.2,1.21,1973-01-03,2008
강정길94한DH,121,429,364,41,94,16,1,6,130,50,5,2,45,10,3,42,9,5,5,0.258,0.351,0.357,0.709,0.329,107.1,1.21,1962-07-25,1994
이강돈93빙LF,108,391,348,31,81,18,0,6,117,33,11,4,36,1,1,52,4,2,4,0.233,0.303,0.336,0.64,0.302,93.1,1.21,1961-02-27,1993
김대익04롯삼CF,93,233,210,32,61,10,2,2,81,25,5,1,15,2,1,36,3,3,3,0.29,0.339,0.386,0.725,0.33,93.5,1.21,1973-06-03,2004
천보성83삼2B,71,199,174,23,43,8,1,6,71,25,3,1,16,1,0,17,2,7,1,0.247,0.313,0.408,0.721,0.321,103.1,1.21,1953-06-11,1983
하득인95태,94,299,265,24,61,16,0,6,95,40,3,1,24,6,1,30,10,1,3,0.23,0.305,0.358,0.664,0.305,94.7,1.2,1966-10-09,1995
한영준94롯1B,75,210,179,26,52,8,0,4,72,22,4,7,25,5,3,27,4,0,1,0.291,0.391,0.402,0.793,0.369,134.2,1.2,1962-11-14,1994
김민재98롯SS,120,367,323,36,77,16,2,5,112,43,13,10,24,9,2,51,7,7,4,0.238,0.306,0.347,0.652,0.291,78.2,1.2,1973-01-03,1998
조원우01SCF,111,363,307,43,75,15,1,7,113,39,7,3,42,4,2,48,2,6,4,0.244,0.339,0.368,0.707,0.322,81.9,1.2,1971-04-08,2001
강석천95한3B,81,279,257,33,63,10,3,4,91,16,12,3,15,2,1,33,8,3,2,0.245,0.29,0.354,0.644,0.292,85.1,1.2,1967-12-07,1995
백재호06한2B,42,100,86,8,30,5,0,1,38,12,0,0,10,3,0,20,1,1,0,0.349,0.434,0.442,0.876,0.41,162.3,1.2,1974-06-30,2006
손시헌12두SS,86,312,272,24,67,11,1,5,95,31,4,2,21,4,0,40,12,11,4,0.246,0.306,0.349,0.655,0.299,82.4,1.2,1980-10-19,2012
손시헌15NSS,140,508,440,56,108,24,2,13,175,58,3,2,36,14,0,66,16,13,5,0.245,0.319,0.398,0.717,0.315,78.6,1.2,1980-10-19,2015
이호성98해RF,83,286,250,28,69,16,1,4,99,30,5,3,27,1,0,45,10,7,1,0.276,0.348,0.396,0.744,0.33,105.7,1.19,1967-07-17,1998
한문연90롯C,90,260,218,16,55,11,0,1,69,31,2,0,25,2,0,18,4,11,4,0.252,0.329,0.317,0.646,0.3,79.4,1.19,1961-04-10,1990
박재상11SLF,93,352,301,37,77,17,4,4,114,39,13,5,33,5,1,54,7,11,2,0.256,0.337,0.379,0.716,0.326,93.6,1.19,1982-07-20,2011
윤석민11두3B,80,188,167,18,48,8,0,4,68,19,0,2,17,2,0,30,6,2,0,0.287,0.36,0.407,0.767,0.358,115.6,1.19,1985-09-04,2011
초이스18넥RF,96,397,349,55,90,19,0,17,160,61,2,1,33,10,2,79,4,0,5,0.258,0.335,0.458,0.794,0.341,97.2,1.19,1989-11-10,2018
김건우93L,86,249,229,20,58,8,0,5,81,27,1,0,17,1,0,47,5,1,1,0.253,0.307,0.354,0.66,0.313,100.6,1.19,1963-08-30,1993
박용성85롯LF,74,184,159,24,39,5,2,8,72,21,4,1,18,2,0,26,5,5,0,0.245,0.33,0.453,0.782,0.351,118.6,1.19,1958-09-30,1985
김준환83해LF,90,363,326,35,81,5,1,10,118,43,11,5,27,3,1,39,11,3,4,0.248,0.308,0.362,0.67,0.31,94.8,1.19,1955-05-19,1983
나주환08SSS,118,413,361,43,89,16,3,3,120,46,14,5,26,6,0,64,12,13,7,0.247,0.303,0.332,0.635,0.291,69.5,1.19,1984-06-14,2008
박세혁17두C,97,237,201,41,57,8,0,5,80,26,2,1,19,5,0,44,1,8,4,0.284,0.354,0.398,0.752,0.329,91.4,1.19,1990-01-09,2017
김한근83삼1B,71,244,223,30,63,11,1,4,88,16,4,2,16,3,0,25,9,0,1,0.283,0.337,0.395,0.732,0.34,116.2,1.19,1955-03-05,1983
모창민14N3B,122,468,419,62,110,15,0,16,173,72,14,3,37,0,0,82,13,8,4,0.263,0.32,0.413,0.733,0.322,76.4,1.18,1985-05-08,2014
김준완16NCF,122,325,253,60,66,7,1,1,78,12,2,5,66,2,0,62,4,2,1,0.261,0.416,0.308,0.724,0.36,102.6,1.18,1991-01-20,2016
임재철06두CF,99,316,279,37,72,7,4,0,87,20,9,6,24,5,1,38,5,7,1,0.258,0.327,0.312,0.639,0.299,84.9,1.18,1976-04-08,2006
장광호92태C,67,185,167,20,47,8,0,4,67,19,0,2,15,0,0,24,5,3,0,0.281,0.341,0.401,0.742,0.338,100.5,1.18,1967-04-14,1992
고동진12한RF,110,334,281,32,76,12,0,3,97,29,8,9,38,5,1,48,10,10,0,0.27,0.367,0.345,0.713,0.334,107,1.18,1980-04-01,2012
조영훈16N1B,109,207,179,29,60,14,0,5,89,35,3,3,21,3,1,43,2,1,3,0.335,0.408,0.497,0.905,0.404,131.7,1.18,1982-11-12,2016
이병규16LLF,103,350,290,43,79,12,2,7,116,37,8,5,47,10,1,81,4,0,3,0.272,0.389,0.4,0.789,0.368,108.1,1.18,1983-10-09,2016
김강민07SCF,124,374,334,51,81,10,3,4,109,18,19,10,28,6,0,57,6,5,1,0.243,0.312,0.326,0.638,0.301,78.6,1.18,1982-09-13,2007
김용국87삼3B,75,204,182,18,48,6,1,4,68,27,6,1,15,2,0,19,6,0,5,0.264,0.319,0.374,0.692,0.326,99,1.18,1962-06-21,1987
이호성96해RF,105,399,357,38,92,9,0,9,128,63,16,5,28,1,1,66,11,9,4,0.258,0.31,0.359,0.669,0.304,90.7,1.17,1967-07-17,1996
안권수22두RF,76,267,239,43,71,7,2,0,82,20,3,4,26,1,0,40,6,1,0,0.297,0.368,0.343,0.712,0.339,108.9,1.17,1993-04-19,2022
조인성08LC,102,353,330,25,75,18,1,10,125,49,0,0,17,1,1,76,6,1,4,0.227,0.264,0.379,0.643,0.293,71.1,1.17,1975-05-25,2008
손아섭08롯DH,80,250,218,31,66,11,1,3,88,17,2,3,28,2,0,35,4,2,0,0.303,0.387,0.404,0.791,0.373,126.6,1.17,1988-03-18,2008
진상봉94한CF,90,230,189,22,44,7,1,5,68,27,2,3,27,5,0,47,4,3,6,0.233,0.335,0.36,0.695,0.321,101.7,1.17,1965-04-06,1994
김병조94해,74,158,141,18,46,6,2,2,62,18,5,5,5,4,1,20,3,6,2,0.326,0.362,0.44,0.802,0.353,123.6,1.17,1969-05-02,1994
이양기13한RF,56,209,185,16,57,8,1,3,76,30,0,0,17,5,0,25,10,1,1,0.308,0.38,0.411,0.791,0.373,120.7,1.17,1981-01-31,2013
박종호02현2B,108,468,402,58,107,15,2,7,147,53,4,4,25,11,0,42,4,29,1,0.266,0.326,0.366,0.691,0.295,77,1.16,1973-07-27,2002
김상국86빙DH,97,314,276,23,74,12,2,4,102,35,4,5,34,0,1,28,7,2,2,0.268,0.346,0.37,0.716,0.339,117.8,1.16,1963-04-05,1986
이승엽17삼DH,135,533,472,65,132,30,5,24,244,87,1,1,47,6,6,85,7,0,8,0.28,0.347,0.517,0.864,0.367,111.1,1.16,1976-08-18,2017
